scenario,step,G_gas,y_CO2,rl_capture,rl_energy,rl_L,rl_alpha,rl_T,rl_Tic,rl_flood,rl_reward,pid_capture,pid_energy,pid_L,pid_alpha,pid_T,pid_Tic,pid_flood
1,29,1.25,0.13,99.77117919921875,3.7857582569122314,4.39284229469408,0.18022002324132277,38.93706863833958,49.46138875881585,0.7710304332832381,1.0843777654609095,98.51258850097656,3.67887806892395,4.280614902533283,0.2438206802240185,34.32710030644898,38.0,0.7606072223570711
1,30,1.25,0.13,99.75554656982422,3.791456937789917,4.4314531230983425,0.1801760185930582,38.81649427159873,49.59604156911189,0.771816578504462,1.0837717564681693,66.8689193725586,3.6539933681488037,3.5204099350221885,0.2677880383198398,40.58789059206727,38.0,0.7512450218213758
1,31,1.25,0.13,99.74317169189453,3.796189785003662,4.464926619310001,0.18014081487444655,38.693246832337216,49.69703117683392,0.7724713707421823,1.0832846320568963,91.76339721679688,3.639763355255127,4.039430832170819,0.25023043065587186,35.293945296033634,38.0,0.7561098159268159
1,32,1.25,0.13,99.72904968261719,3.8001811504364014,4.493228346881813,0.18011265189955725,38.566898782847446,49.77277338262544,0.7729925854630202,1.082775737886707,73.84353637695312,3.657034397125244,3.6594170533970822,0.2616689300959866,39.13124751221359,38.0,0.7525009690037562
1,33,1.25,0.13,99.71307373046875,3.8034331798553467,4.516298625512286,0.1800901215196458,38.437035719453355,49.82958003696908,0.773377502704405,1.0822421927318704,97.10787200927734,3.6724841594696045,4.159775643032772,0.24533514407678925,34.565623756106795,38.0,0.7579992291849071
1,34,1.25,0.13,99.70169830322266,3.805971145629883,4.534076149194349,0.18007209721571663,38.30342725969804,49.87218502772681,0.7736237647046835,1.081854906112403,65.33577728271484,3.6469366550445557,3.4398504286885148,0.26778959353291576,40.515392253724784,38.0,0.7492387837922204
1,35,1.25,0.13,99.69644165039062,3.8074352741241455,4.546574266373389,0.1800576777725733,38.1660595868153,49.90413877079511,0.7737313577098099,1.0816662519782296,90.49349975585938,3.643705368041992,3.987148844153295,0.25023167482633263,35.25769612686239,38.0,0.7547956749145022
1,36,1.25,0.13,99.69538879394531,3.808320999145508,4.553885516230777,0.18004614221805865,38.02513758448872,49.92810407809633,0.7737027389010702,1.0816087351677695,79.0394058227539,3.660062789916992,3.810505184432275,0.25923542836204266,38.68840216346782,38.0,0.7554927511108561
1,37,1.25,0.13,99.69774627685547,3.808668851852417,4.556247646910956,0.18003691377444692,37.88099735408084,49.94607805857225,0.7735443662299963,1.0816599036910335,98.51324462890625,3.6789534091949463,4.268836841920964,0.24338834268963414,34.344201081733914,38.0,0.7603495975949338
1,38,1.25,0.13,99.70299530029297,3.8085174560546875,4.5539718071556825,0.18002953101955754,37.734053448731984,49.959558543929184,0.7732647910260352,1.0818046422331895,66.7832260131836,3.6536097526550293,3.5125578946139764,0.2675266989319807,40.61227407144557,38.0,0.7510972397587987
1,39,1.25,0.13,99.71177673339844,3.807919979095459,4.547421347138732,0.18002362481564604,37.584737351608915,49.96966890794689,0.7728740032420733,1.082058245890528,91.69253540039062,3.640131711959839,4.033675652513286,0.2500213591455846,35.306137035722784,38.0,0.7559912319129064
1,40,1.25,0.13,99.72373962402344,3.80692195892334,4.537008006605803,0.18001889985251684,37.43345068696769,49.977251680960165,0.7723832329898415,1.0824098768569728,74.15369415283203,3.6573729515075684,3.665951360708727,0.2613658818721317,39.113654112038645,38.0,0.7526342357684603
1,41,1.25,0.13,99.73851776123047,3.805572271347046,4.523175514933665,0.18001511988201346,37.28054117375926,49.982938760720124,0.7718044681958465,1.0828481792386684,97.23844146728516,3.672700881958008,4.164430007650174,0.24509270549770537,34.55682705601932,38.0,0.7581019870809361
1,42,1.25,0.13,99.75563049316406,3.803915500640869,4.5063821541002715,0.18001209590561076,37.12629918922641,49.987204070540095,0.7711499800279782,1.0833588974665103,65.38056945800781,3.647294521331787,3.4429533384334494,0.26778494625851584,40.543224090143454,38.0,0.7493519456247668
1,43,1.25,0.13,99.76958465576172,3.801790952682495,4.487082788587036,0.18000967672448862,36.970963016995086,49.99040305290507,0.7704318536942544,1.0838011778305088,90.51272583007812,3.6436398029327393,3.9886699824915164,0.25022795700681266,35.27161204507173,38.0,0.7548528853815613
1,44,1.25,0.13,99.78518676757812,3.7994492053985596,4.465685460006477,0.18000774137959089,36.81475106855149,49.99280228967881,0.769660931944753,1.0842946047407975,78.99144744873047,3.6601052284240723,3.8094234819800215,0.2592606798144345,38.70017179096848,38.0,0.7554837274857177
1,45,1.25,0.13,99.80206298828125,3.796935558319092,4.442619394658527,0.18000619310367272,36.65783300178704,49.9946017172591,0.7688484620455086,1.084827737799537,98.50968933105469,3.678903341293335,4.267887796315015,0.24340854385154762,34.35008589548424,38.0,0.7603349579236719
1,46,1.25,0.13,99.81912994384766,3.7942779064178467,4.4182844504455865,0.18000495448293818,36.500315140572475,49.99595128794432,0.7680047975389659,1.0853708023139788,66.7591323852539,3.6535563468933105,3.511925197543343,0.2675535104962772,40.61730235478558,38.0,0.7510892358081569
1,47,1.25,0.13,99.83731079101562,3.7913894653320312,4.393024656780239,0.18000396358635054,36.3422630334334,49.996963465958245,0.7671387726101958,1.0859512830655444,91.6661148071289,3.640195846557617,4.033159357446755,0.25004280839702175,35.30865117739279,38.0,0.7559822466989474
1,48,1.25,0.13,99.85598754882812,3.7884273529052734,4.3671260332366995,0.18000317086908044,36.18373107062958,49.99772259946869,0.7662577005592549,1.0865474947702618,74.2702865600586,3.657470941543579,3.6697358871422376,0.2613292693006252,39.10548945283213,38.0,0.7527128669694029
1,49,1.25,0.13,99.87496185302734,3.785421133041382,4.340837341773919,0.18000253669526434,36.02475815401565,49.998291949601516,0.7653678921278092,1.08715317313835,97.28433990478516,3.672744035720825,4.16710797191673,0.24506341544050017,34.552744726416066,38.0,0.758161333294724
1,50,1.25,0.13,99.89408111572266,3.7823925018310547,4.314356469886774,0.18000202935621146,35.86537472412532,49.99871896220114,0.7644743377396774,1.0877635326991681,65.39726257324219,3.647444248199463,3.4447386479444866,0.2678250334998611,40.551945330737325,38.0,0.7494061114061052
1,51,1.25,0.13,99.9132308959961,3.77935791015625,4.287832609292384,0.18000162348496918,35.70560368463668,49.999039221650854,0.7635807751690397,1.0883749772722808,90.51781463623047,3.64359712600708,3.9896952491777116,0.25026002679988885,35.27597266536866,38.0,0.75488364944174
1,52,1.25,0.13,99.93231964111328,3.7763288021087646,4.261374326986748,0.18000129878797533,35.54546098567681,49.99927941623814,0.7626899015359524,1.0889846856348528,78.98255157470703,3.660141944885254,3.8097135197968597,0.25929187153756733,38.70326286008911,38.0,0.7554948639030109
1,53,1.25,0.13,99.95130157470703,3.773314952850342,4.235058131072374,0.18000103903038026,35.384956343882465,49.9994595621786,0.7618035953656906,1.0895911109983454,98.50833892822266,3.678881883621216,4.268025214722959,0.24343349723005386,34.351631430044556,38.0,0.7603403447519448
1,54,1.25,0.13,99.97013092041016,3.7703213691711426,4.208935925987662,0.18000083122430421,35.224094170537185,49.99959467163395,0.7609231091189779,1.0901928648241688,66.75390625,3.653553009033203,3.5120168098153064,0.2675737905818947,40.618168391413874,38.0,0.7510924327982273
1,55,1.25,0.13,99.98116302490234,3.7678794860839844,4.183040216111343,0.18000066497944336,35.06287519047985,49.99969600372546,0.760049205351373,1.0905683964240824,91.659423828125,3.6402041912078857,4.033206647364266,0.25005903246551575,35.30908419570694,38.0,0.7559838472122828
1,56,1.25,0.13,99.984619140625,3.7657182216644287,4.157385076404082,0.1800005319835547,34.9012595423079,49.999772002794096,0.759182130554633,1.0907325895219215,74.3000717163086,3.6574978828430176,3.6708421919928442,0.2613282806599126,39.1032542560566,38.0,0.7527359699086805
1,57,1.25,0.13,99.9880599975586,3.7635746002197266,4.1319198496692495,0.18000042558684376,34.7392003987241,49.999829002095574,0.7583205436409283,1.090895790344444,97.29566955566406,3.672750949859619,4.167889367387259,0.24506262452793007,34.5516271280283,38.0,0.7581786732864397
1,58,1.25,0.13,99.99153137207031,3.761443853378296,4.106612443306586,0.180000340469475,34.57663281840624,49.99987175157168,0.7574635380987216,1.091059378636507,65.40151977539062,3.6474831104278564,3.445259578258173,0.26783967786941437,40.55396774644823,38.0,0.7494211340554979
1,59,1.25,0.13,99.9949951171875,3.759329080581665,4.081475726227655,0.18000027237558,34.4134751009819,49.99990381367876,0.7566112790238597,1.091222232789401,90.5189208984375,3.6435844898223877,3.99000513819404,0.2502717422955315,35.27698387322411,38.0,0.754892472565274
2,0,1.0,0.08,95.5829086303711,4.185416221618652,5.003925314793984,0.26702638578414917,39.695546347647905,38.07163047790527,0.6293735330705099,0.956625416808814,93.04914093017578,3.90767765045166,4.0,0.28287090454101566,42.279222679138186,38.0,0.6120706813015206
2,1,1.0,0.08,96.00486755371094,4.17996072769165,4.955865766025252,0.2613265150547028,39.187578139826655,38.18882433883846,0.6278082432322899,0.9721221794612939,92.3921127319336,3.865525245666504,3.8356653849283853,0.2876146618652344,42.30142431259155,38.0,0.608851290547383
2,2,1.0,0.08,96.46688842773438,4.150287628173828,4.838934389943327,0.2534921335983277,38.59396550338715,38.33622383372858,0.62474741299112,0.9852741420901381,91.4022445678711,3.837860584259033,3.7106468878851997,0.2919779508056641,42.35927538871765,38.0,0.6064659912160423
2,3,1.0,0.08,97.01343536376953,4.102512836456299,4.66112655405829,0.24410853718185427,38.00385126611218,38.50861240772065,0.6204937292480355,1.0011291977240762,91.25010681152344,3.841697931289673,3.7423334192346647,0.29431255473632817,42.13638970851898,38.0,0.6067958373939738
2,4,1.0,0.08,97.59709930419922,4.055509567260742,4.440910191616282,0.23369289878578187,37.47717386926524,38.70713258421165,0.6155283327484715,1.0179433672852407,90.83599090576172,3.8416898250579834,3.7308163244930315,0.2967719523583985,42.104640662670135,38.0,0.6065153819295868
2,5,1.0,0.08,98.057861328125,4.01133918762207,4.198427480562438,0.2229543190286255,37.04959609953221,38.93593481284188,0.6103170494188833,1.031488690431385,90.71065521240234,3.8500216007232666,3.7703665022987396,0.29830649010937504,41.986682552099225,38.0,0.6071261580011178
2,6,1.0,0.08,98.48845672607422,3.9712722301483154,3.949441531617714,0.2143634552229004,36.73674985504476,39.19935858511781,0.6051763984031274,1.0441552063646626,90.52047729492188,3.8556175231933594,3.78960560195567,0.29973210615,41.94729406535625,38.0,0.6074386882649452
2,7,1.0,0.08,98.7696762084961,3.9303743839263916,3.705672629140664,0.20749076417832032,36.53208671006723,39.50067844997238,0.6003266895249756,1.0529557186345007,90.45470428466797,3.861962080001831,3.819540585629952,0.3005423774248828,41.89170714467764,38.0,0.6079448781052181
2,8,1.0,0.08,98.8268814086914,3.889298915863037,3.472785498922301,0.20199261134265625,36.41402635425038,39.840247225093776,0.5958427828222389,1.0558579446503562,90.37939453125,3.865661144256592,3.8350260601790827,0.3011351195912735,41.87624736353755,38.0,0.6082210655675698
2,9,1.0,0.08,98.84253692626953,3.853055238723755,3.251174100968727,0.197594089074125,36.355056276916,40.215233183523964,0.5916900851020178,1.0574937860455986,90.34027862548828,3.8685617446899414,3.8481210111480344,0.3014850030216516,41.86417901776731,38.0,0.6084573490324744
2,10,1.0,0.08,98.95671081542969,3.826409339904785,3.0386365672671056,0.19407527125930002,36.32803924074324,40.6215619494177,0.5877882354111041,1.0614061713191851,90.30418395996094,3.8701202869415283,3.8540543984639237,0.30171680185579786,41.86613854300231,38.0,0.6085725005280918
2,11,1.0,0.08,99.05294036865234,3.795194387435913,2.8321202175135913,0.19126021700744,36.309342080121496,41.05484977734515,0.5840489537301736,1.0649943440620664,90.27953338623047,3.870931386947632,3.8566382248711313,0.30184569795436483,41.87172569697722,38.0,0.6086279440001389
2,12,1.0,0.08,99.10475158691406,3.7590982913970947,2.6270936095095676,0.189008173605952,36.282651679753144,41.50988732555828,0.5803695757521701,1.0675689981219902,90.25818634033203,3.8710410594940186,3.8556753815221603,0.30191395155196843,41.88195907804183,38.0,0.6086206403581809
2,13,1.0,0.08,99.18311309814453,3.7150461673736572,2.4203242846414117,0.1872065388847616,36.238975084468166,41.98093486599119,0.5766828567036701,1.0711133098338863,90.24153137207031,3.870696783065796,3.8526059143415963,0.30193572056774665,41.89382873640861,38.0,0.6085748495827411
2,14,1.0,0.08,99.34304809570312,3.7025272846221924,2.280216189760941,0.1857652311078093,36.17516927751126,42.46289716118568,0.5741748530349821,1.0757723632029195,90.22763061523438,3.8699846267700195,3.8477932352934863,0.30192836466220513,41.90719554953975,38.0,0.6084973116938679
2,15,1.0,0.16,63.06588363647461,3.6828441619873047,2.1868107931739607,0.18461218488624742,36.08964166768999,42.95163862000401,0.5724688623519109,0.3916349632477538,67.39847564697266,3.6616017818450928,3.841793797487324,0.3019013404114047,41.921296825673195,38.0,0.6083978510068264
2,16,1.0,0.16,61.41836166381836,3.680685520172119,2.1245405287826404,0.18368974790899795,36.04690925533504,43.37540123120319,0.5713537454382842,0.3706932396481836,97.99385070800781,3.9310386180877686,6.249487298824247,0.27752107232912376,35.9606484128366,38.0,0.6514017356086158
2,17,1.0,0.16,62.03877258300781,3.683072090148926,2.144540959681693,0.18295179832719835,36.06457866885975,43.743932707275235,0.5717236749607597,0.37840122648970387,89.02801513671875,3.705683469772339,4.8329915325494985,0.298016857863299,42.843201289243005,38.0,0.6293766272506132
2,18,1.0,0.16,66.9566421508789,3.6852049827575684,2.2814806561242365,0.1823614386617587,36.07086864844568,44.075386969868305,0.5741080771155916,0.4418385606174571,96.42266082763672,3.7576541900634766,5.268532390107869,0.28704011287755327,40.579037015471116,38.0,0.6358194799059036
2,19,1.0,0.16,76.28777313232422,3.6788320541381836,2.548142135843358,0.18188915092940694,35.98646051522646,44.3997742998406,0.578695573356619,0.5757740722384053,74.38494873046875,3.6704981327056885,4.179021593405246,0.29920340683036295,43.21351772190792,38.0,0.6165543340804968
2,20,1.0,0.16,91.12533569335938,3.6647849082946777,2.9272113943793516,0.18151132074352555,35.76534800367581,44.75288178252464,0.5852295113013057,0.8656163357454352,98.03083038330078,3.967283248901367,6.451934912374815,0.27536272546429036,36.60675886095396,38.0,0.6568378851844707
2,21,1.0,0.16,99.28107452392578,3.7270917892456055,3.364672167744778,0.18120905659482045,35.4526338965919,45.16395836027179,0.5928932385364493,1.0732639390340446,93.34695434570312,3.7197999954223633,4.967956608249877,0.2959013742190886,42.5494611641806,38.0,0.6318433245039483
2,22,1.0,0.16,99.31009674072266,3.7709760665893555,3.801366099812284,0.18096724527585636,35.13757755781096,45.64935592432852,0.6007490111874663,1.0724836180743045,87.01654815673828,3.683816432952881,4.59621067584497,0.29484497022488027,42.15826539501755,38.0,0.6237180862108864
2,23,1.0,0.16,99.39395904541016,3.7993907928466797,4.154631228312979,0.1807737962206851,34.942935902096984,46.194777231626475,0.6073346367450501,1.0733414242930304,96.77764129638672,3.778315305709839,5.3069875880144854,0.28201920432931826,39.790883300230945,38.0,0.6357042677242243
2,24,1.0,0.16,99.45008087158203,3.8139445781707764,4.397665445466923,0.18061903697654808,34.908513732456,46.78086546805707,0.6120718276155287,1.074645170376021,76.50379943847656,3.6678578853607178,4.204658392009657,0.29652399688630615,43.081264709197505,38.0,0.6169317264408207
2,25,1.0,0.16,99.36397552490234,3.8255183696746826,4.541533124172083,0.18049522958123845,35.0163700213732,47.385786962674615,0.6150669379801661,1.0721634621733394,98.10681915283203,3.9730405807495117,6.4707745122820635,0.27321919750904494,36.540632354598756,38.0,0.6572035520669087
2,26,1.0,0.16,99.32293701171875,3.834200859069824,4.612867106065744,0.18039618366499077,35.21793023758018,47.99108012275141,0.6167428574543441,1.0708416424359075,94.54118347167969,3.7243454456329346,4.980516341521376,0.2941916940668063,42.47356801598346,38.0,0.6320294212053235
2,27,1.0,0.16,99.3243637084961,3.8387198448181152,4.637177724600232,0.18031694693199263,35.45844120709416,48.49331009206356,0.6175252685356258,1.070734448332193,80.3394546508789,3.663999319076538,4.349158772358652,0.2970136854536403,42.70975516125101,38.0,0.6193699245809479
2,28,1.0,0.16,99.33090209960938,3.8388917446136475,4.6335579443874595,0.1802535575455941,35.692851665849815,48.86998256904767,0.6177379566678357,1.0708994761599266,98.05175018310547,3.9529480934143066,6.369564913994309,0.2736109483629123,37.28659583471486,38.0,0.6558802649653875
2,29,1.0,0.16,99.34042358398438,3.836578845977783,4.6145287310184795,0.1802028460364753,35.89318324646494,49.152486926785755,0.6175984590044323,1.0712285420984688,92.90638732910156,3.7204837799072266,4.913043275996206,0.2940336500477517,42.684844166747084,38.0,0.6308835160632174
2,30,1.0,0.16,99.359130859375,3.8342249393463135,4.587919552217044,0.18016227682918023,36.04825633262541,49.36436519508932,0.6172514803552975,1.0718051306843215,86.29978942871094,3.680283308029175,4.548855276852288,0.2941587224063654,42.27135446404981,38.0,0.6228988497580392
2,31,1.0,0.16,99.38477325439453,3.831712245941162,4.558860781517372,0.1801298214633442,36.159281235473586,49.523273896316994,0.6168023338077343,1.0725715584153426,96.80107116699219,3.779883861541748,5.309655043780432,0.28162364540556106,39.78802708554053,38.0,0.6357612975513645
2,32,1.0,0.16,99.40965270996094,3.829113483428955,4.530793692238957,0.18010385717067534,36.234672005896634,49.642455422237745,0.6163306507861482,1.0733201237289458,75.48609161376953,3.6705126762390137,4.206436695853622,0.29796121490843325,43.31989244902026,38.0,0.6172367396444602
2,33,1.0,0.16,99.4314956665039,3.8267579078674316,4.506172431801975,0.18008308573654028,36.28550440149996,49.73184156667831,0.6158990224529136,1.0739792493373534,98.06065368652344,3.9707672595977783,6.468186213855742,0.2743689719267466,36.65994622451013,38.0,0.6572887112459653
2,34,1.0,0.16,99.44872283935547,3.824885129928589,4.486761710408807,0.18006646858923223,36.32236151994513,49.79888117500873,0.6155553180071729,1.0744993093198112,93.5306625366211,3.7223849296569824,4.978790809237162,0.29549517754139726,42.71656006446454,38.0,0.6322784771141652
2,35,1.0,0.16,99.46040344238281,3.8236470222473145,4.473635938507637,0.18005317487138578,36.3536246006439,49.84916088125655,0.6153308074151781,1.074850873308587,83.4218521118164,3.669562339782715,4.4853725125545925,0.2966442407880006,42.52956127460287,38.0,0.6218999345562404
2,36,1.0,0.16,99.46624755859375,3.8231050968170166,4.467132081293278,0.1800425398971086,36.38492722655956,49.886870660942414,0.615238746465852,1.0750243206406715,97.69973754882812,3.847371816635132,5.821791971667254,0.2765266078403614,38.656099912203786,38.0,0.6454215860151007
2,37,1.0,0.16,99.46661376953125,3.823232412338257,4.46688222327379,0.18003403191768688,36.41936070115926,49.91515299570681,0.6152753849892088,1.075030027748003,83.91770935058594,3.6791467666625977,4.5478613144448365,0.29611169154572664,43.21672392918539,38.0,0.6239979901945523
2,38,1.0,0.16,99.46233367919922,3.8239352703094482,4.471952164552593,0.18002722553414952,36.45805025155501,49.93636474678011,0.6154234411472366,1.0748931175041363,97.73345184326172,3.8586719036102295,5.887428528884448,0.27607163167896415,38.95381942308879,38.0,0.6472476301456584
2,39,1.0,0.16,99.45452880859375,3.825075149536133,4.481053227563357,0.18002178042731962,36.50082347988539,49.95227356008508,0.6156570760617106,1.0746479526751522,84.39547729492188,3.6844632625579834,4.591619019256299,0.29627726078750727,43.42359531182515,38.0,0.6251368837594862
2,40,1.0,0.16,99.44451141357422,3.8264966011047363,4.492771922303342,0.1800174243418557,36.546807191704474,49.96420517006381,0.6159471175401434,1.0743345824927029,97.48085021972656,3.842452049255371,5.795517568420214,0.2779977088985605,39.34033597836131,38.0,0.6457033782089799
2,41,1.0,0.16,99.43343353271484,3.828052520751953,4.505770070273415,0.18001393947348454,36.59487958550317,49.97315387754786,0.6162655424447712,1.0739885472227761,82.12295532226562,3.6748242378234863,4.530345045613476,0.29787234314423905,43.58011176054296,38.0,0.6240620907807587
